SEXO,ESTRATO,Localidad_fic,TIPO INTERVENCIÓN,NACIONALIDAD,ESTADO CIVIL,ETNIA,POBLACIÓN DIFERENCIAL Y DE INCLUSIÓN,OCUPACIÓN,CATEGORÍAS DE LA DISCAPACIDAD,VÍNCULO CON EL JEFE DE HOGAR,ZONA,BARRIO PRIORIZADO,MANZANA DEL CUIDADO,AFILIACIÓN AL SGSSS.1,¿EN DONDE REALIZA PRINCIPALMENTE SU TRABAJO?,"INTERVENCIÓN DE NIÑO, NIÑA O ADOLESCENTE QUE TERMINA EL PROCESO",NNA DESVINCULADO DE LA ACTIVIDAD LABORAL,EDAD_GRUPO,UPZ_DENSIDAD,FASE_PROGRAMA,CLUSTER,PERFIL_NOMBRE
1- Hombre,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,11- Ninguno,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,No,5- No asegurado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,5- No asegurado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Tunjuelito,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Tunjuelito,3. Adolescentes,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Tunjuelito,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,5- Nieto(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Antonio Nariño,3. Adolescentes,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,1. Bajo-bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,1. Bajo-bajo,Antonio Nariño,2. Niños - Niñas,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,3. Adolescentes,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Otros_VÍNCULO CON EL JEFE,1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,5- Nieto(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Otros_VÍNCULO CON EL JEFE,1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Antonio Nariño,3. Adolescentes,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,5- Nieto(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Otros_VÍNCULO CON EL JEFE,1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,1. Bajo-bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Otros_VÍNCULO CON EL JEFE,1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,3. Medio-bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,3. Medio-bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,1. Bajo-bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Otros_Localidad_fic,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Otros_Localidad_fic,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,5- Nieto(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Otros_Localidad_fic,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Baja_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Santa fe,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Santa fe,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Santa fe,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Ciudad Bolívar,5. Seguimiento al efecto,Venezuela (Bolivarian Republic of),1- Soltero(a),6- Ninguno,13- Migrante,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,1. Bajo-bajo,Ciudad Bolívar,5. Seguimiento al efecto,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,1. Bajo-bajo,Ciudad Bolívar,5. Seguimiento al efecto,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,No,2- Contributivo,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,1. Bajo-bajo,Ciudad Bolívar,5. Seguimiento al efecto,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,5- No asegurado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,3. Medio-bajo,Los Mártires,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,5. Seguimiento al efecto,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Ciudad Bolívar,5. Seguimiento al efecto,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,Otros_POBLACIÓN DIFERENCIA,3- Estudiante,Otros_CATEGORÍAS DE LA DIS,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,5. Seguimiento al efecto,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Ciudad Bolívar,3. Adolescentes,Colombia,1- Soltero(a),6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Ciudad Bolívar,5. Seguimiento al efecto,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Media_Baja,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Santa fe,2. Niños - Niñas,Venezuela (Bolivarian Republic of),6- No aplica,6- Ninguno,13- Migrante,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,5- No asegurado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Ciudad Bolívar,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,3- Estudiante,No aplica,Hijo(a),1- Urbana,No,No,1- Subsidiado,No_reporta,Si,Otros_NNA DESVINCULADO DE,No_reporta,UPZ_Media_Alta,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Santa fe,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,2- Contributivo,No_reporta,No_reporta,No_reporta,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
2- Mujer,2. Bajo,Santa fe,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,2- Contributivo,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
1- Hombre,2. Bajo,Santa fe,2. Niños - Niñas,Colombia,6- No aplica,6- Ninguno,14- No Aplica,2- Trabajo informal,No aplica,Hijo(a),1- Urbana,Otros_BARRIO PRIORIZADO,Otros_MANZANA DEL CUIDADO,1- Subsidiado,No_reporta,Si,Si,No_reporta,UPZ_Alta_Densidad,Fase_Seguimiento_6m-2a,2,P3: Seguimiento Inconcluso
